country,year,sex,age,suicides_no,population
Ukraine,2006,female,5-14 years,9.0,2260713.0
Ukraine,2006,female,55-74 years,563.0,5633228.0
Ukraine,2006,female,75+ years,333.0,2134223.0
Ukraine,2006,male,15-24 years,837.0,3739295.0
Ukraine,2006,male,25-34 years,1455.0,3390847.0
Ukraine,2006,male,35-54 years,3420.0,6336363.0
Ukraine,2006,male,5-14 years,33.0,2377451.0
Ukraine,2006,male,55-74 years,1993.0,3782567.0
Ukraine,2006,male,75+ years,562.0,825192.0
Ukraine,2007,female,15-24 years,129.0,3511720.0
Ukraine,2007,female,25-34 years,181.0,3405078.0
Ukraine,2007,female,35-54 years,500.0,7060722.0
Ukraine,2007,female,5-14 years,11.0,2155250.0
Ukraine,2007,female,55-74 years,483.0,5668759.0
Ukraine,2007,female,75+ years,325.0,2125683.0
Ukraine,2007,male,15-24 years,987.0,3673201.0
Ukraine,2007,male,25-34 years,1546.0,3414696.0
Ukraine,2007,male,35-54 years,3392.0,6292640.0
Ukraine,2007,male,5-14 years,39.0,2268187.0
Ukraine,2007,male,55-74 years,1922.0,3792721.0
Ukraine,2007,male,75+ years,517.0,830015.0
Ukraine,2008,female,15-24 years,118.0,3405168.0
Ukraine,2008,female,25-34 years,182.0,3441323.0
Ukraine,2008,female,35-54 years,528.0,7018040.0
Ukraine,2008,female,5-14 years,17.0,2078121.0
Ukraine,2008,female,55-74 years,483.0,5726858.0
Ukraine,2008,female,75+ years,347.0,2087152.0
Ukraine,2008,male,15-24 years,856.0,3561320.0
Ukraine,2008,male,25-34 years,1452.0,3466915.0
Ukraine,2008,male,35-54 years,3027.0,6254054.0
Ukraine,2008,male,5-14 years,36.0,2188808.0
Ukraine,2008,male,55-74 years,1854.0,3810278.0
Ukraine,2008,male,75+ years,554.0,818086.0
Ukraine,2009,female,15-24 years,148.0,3267238.0
Ukraine,2009,female,25-34 years,186.0,3494937.0
Ukraine,2009,female,35-54 years,502.0,6971143.0
Ukraine,2009,female,5-14 years,19.0,2027867.0
Ukraine,2009,female,55-74 years,556.0,5806966.0
Ukraine,2009,female,75+ years,313.0,2034703.0
Ukraine,2009,male,15-24 years,906.0,3418274.0
Ukraine,2009,male,25-34 years,1504.0,3534883.0
Ukraine,2009,male,35-54 years,3133.0,6221337.0
Ukraine,2009,male,5-14 years,34.0,2136975.0
Ukraine,2009,male,55-74 years,1882.0,3841612.0
Ukraine,2009,male,75+ years,532.0,802009.0
Ukraine,2010,female,15-24 years,154.0,3125122.0
Ukraine,2010,female,25-34 years,170.0,3534635.0
Ukraine,2010,female,35-54 years,458.0,6928455.0
Ukraine,2010,female,5-14 years,15.0,1993721.0
Ukraine,2010,female,55-74 years,479.0,5860094.0
Ukraine,2010,female,75+ years,303.0,2016954.0
Ukraine,2010,male,15-24 years,843.0,3271660.0
Ukraine,2010,male,25-34 years,1457.0,3589324.0
Ukraine,2010,male,35-54 years,2853.0,6203439.0
Ukraine,2010,male,5-14 years,35.0,2102478.0
Ukraine,2010,male,55-74 years,1827.0,3866232.0
Ukraine,2010,male,75+ years,495.0,804695.0
Ukraine,2011,female,15-24 years,157.0,2973653.0
Ukraine,2011,female,25-34 years,160.0,3570316.0
Ukraine,2011,female,35-54 years,464.0,6890333.0
Ukraine,2011,female,5-14 years,20.0,1976990.0
Ukraine,2011,female,55-74 years,552.0,5873828.0
Ukraine,2011,female,75+ years,311.0,2047428.0
Ukraine,2011,male,15-24 years,850.0,3114554.0
Ukraine,2011,male,25-34 years,1457.0,3638908.0
Ukraine,2011,male,35-54 years,2664.0,6194997.0
Ukraine,2011,male,5-14 years,46.0,2085831.0
Ukraine,2011,male,55-74 years,1761.0,3877753.0
Ukraine,2011,male,75+ years,531.0,830200.0
Ukraine,2012,female,15-24 years,126.0,2819749.0
Ukraine,2012,female,25-34 years,186.0,3607893.0
Ukraine,2012,female,35-54 years,494.0,6837697.0
Ukraine,2012,female,5-14 years,20.0,1984557.0
Ukraine,2012,female,55-74 years,524.0,5852504.0
Ukraine,2012,female,75+ years,347.0,2131156.0
Ukraine,2012,male,15-24 years,838.0,2960881.0
Ukraine,2012,male,25-34 years,1450.0,3692383.0
Ukraine,2012,male,35-54 years,2680.0,6175567.0
Ukraine,2012,male,5-14 years,35.0,2094456.0
Ukraine,2012,male,55-74 years,1768.0,3880830.0
Ukraine,2012,male,75+ years,590.0,878262.0
Ukraine,2014,female,15-24 years,118.0,2408666.0
Ukraine,2014,female,25-34 years,197.0,3444110.0
Ukraine,2014,female,35-54 years,423.0,6365806.0
Ukraine,2014,female,5-14 years,14.0,1959353.0
Ukraine,2014,female,55-74 years,465.0,5487093.0
Ukraine,2014,female,75+ years,339.0,2203221.0
Ukraine,2014,male,15-24 years,560.0,2541203.0
Ukraine,2014,male,25-34 years,1302.0,3543016.0
Ukraine,2014,male,35-54 years,2363.0,5814873.0
Ukraine,2014,male,5-14 years,21.0,2074827.0
Ukraine,2014,male,55-74 years,1558.0,3702856.0
Ukraine,2014,male,75+ years,608.0,919141.0
Ukraine,2015,female,15-24 years,117.0,2281055.0
Ukraine,2015,female,25-34 years,168.0,3421535.0
Ukraine,2015,female,35-54 years,427.0,6309963.0
Ukraine,2015,female,5-14 years,19.0,2010824.0
Ukraine,2015,female,55-74 years,399.0,5508376.0
Ukraine,2015,female,75+ years,296.0,2261462.0
Ukraine,2015,male,15-24 years,507.0,2408074.0
Ukraine,2015,male,25-34 years,1114.0,3527229.0
Ukraine,2015,male,35-54 years,2181.0,5795334.0
Ukraine,2015,male,5-14 years,33.0,2131084.0
Ukraine,2015,male,55-74 years,1644.0,3747724.0
Ukraine,2015,male,75+ years,669.0,942786.0
United States of America,1995,female,15-24 years,652.0,17594600.0
United States of America,1995,female,25-34 years,1058.0,20441200.0
United States of America,1995,female,35-54 years,2454.0,37303100.0
United States of America,1995,female,5-14 years,77.0,18606000.0
United States of America,1995,female,55-74 years,1157.0,21504100.0
United States of America,1995,female,75+ years,516.0,9426600.0
United States of America,1995,male,15-24 years,4132.0,18352000.0
United States of America,1995,male,25-34 years,5234.0,20432000.0
United States of America,1995,male,35-54 years,8545.0,36243300.0
United States of America,1995,male,5-14 years,260.0,19528500.0
United States of America,1995,male,55-74 years,4607.0,18386200.0
United States of America,1995,male,75+ years,2580.0,5346600.0
United States of America,1996,female,15-24 years,634.0,17604000.0
United States of America,1996,female,25-34 years,1013.0,20176900.0
United States of America,1996,female,35-54 years,2594.0,38357900.0
United States of America,1996,female,5-14 years,77.0,18740800.0
United States of America,1996,female,55-74 years,1118.0,21540200.0
United States of America,1996,female,75+ years,463.0,9635400.0
United States of America,1996,male,15-24 years,3724.0,18617800.0
United States of America,1996,male,25-34 years,4848.0,20191300.0
United States of America,1996,male,35-54 years,8984.0,37405100.0
United States of America,1996,male,5-14 years,225.0,19681500.0
United States of America,1996,male,55-74 years,4613.0,18490700.0
United States of America,1996,male,75+ years,2586.0,5556200.0
United States of America,1997,female,15-24 years,627.0,17773900.0
United States of America,1997,female,25-34 years,988.0,19799100.0
United States of America,1997,female,35-54 years,2758.0,39291000.0
United States of America,1997,female,5-14 years,74.0,18917200.0
United States of America,1997,female,55-74 years,1095.0,21652100.0
United States of America,1997,female,75+ years,499.0,9836300.0
United States of America,1997,male,15-24 years,3559.0,18805800.0
United States of America,1997,male,25-34 years,4684.0,19810400.0
United States of America,1997,male,35-54 years,8920.0,38339600.0
United States of America,1997,male,5-14 years,233.0,19860900.0
United States of America,1997,male,55-74 years,4514.0,18659400.0
United States of America,1997,male,75+ years,2566.0,5740700.0
United States of America,1998,female,15-24 years,603.0,18171800.0
United States of America,1998,female,25-34 years,961.0,19520600.0
United States of America,1998,female,35-54 years,2776.0,40104100.0
United States of America,1998,female,5-14 years,83.0,19112800.0
United States of America,1998,female,55-74 years,1094.0,22016000.0
United States of America,1998,female,75+ years,520.0,10057000.0
United States of America,1998,male,15-24 years,3532.0,19041700.0
United States of America,1998,male,25-34 years,4404.0,19253800.0
United States of America,1998,male,35-54 years,9192.0,39000700.0
United States of America,1998,male,5-14 years,241.0,20049800.0
United States of America,1998,male,55-74 years,4466.0,19055300.0
United States of America,1998,male,75+ years,2686.0,5948900.0
United States of America,1999,female,15-24 years,575.0,18439463.0
United States of America,1999,female,25-34 years,912.0,19109524.0
United States of America,1999,female,35-54 years,2674.0,40861603.0
United States of America,1999,female,5-14 years,50.0,19275566.0
United States of America,1999,female,55-74 years,1061.0,22258230.0
United States of America,1999,female,75+ years,469.0,10210401.0
United States of America,1999,male,15-24 years,3326.0,19334049.0
United States of America,1999,male,25-34 years,4194.0,18826288.0
United States of America,1999,male,35-54 years,8873.0,39753404.0
United States of America,1999,male,5-14 years,194.0,20219664.0
United States of America,1999,male,55-74 years,4306.0,19349103.0
United States of America,1999,male,75+ years,2549.0,6111376.0
United States of America,2000,female,15-24 years,570.0,19105073.0
United States of America,2000,female,25-34 years,854.0,19771195.0
United States of America,2000,female,35-54 years,2736.0,41881451.0
United States of America,2000,female,5-14 years,63.0,20034103.0
United States of America,2000,female,55-74 years,1084.0,22717040.0
United States of America,2000,female,75+ years,425.0,10494416.0
United States of America,2000,male,15-24 years,3424.0,20078818.0
United States of America,2000,male,25-34 years,3938.0,20120529.0
United States of America,2000,male,35-54 years,9263.0,40945028.0
United States of America,2000,male,5-14 years,244.0,21043474.0
United States of America,2000,male,55-74 years,4153.0,19948630.0
United States of America,2000,male,75+ years,2589.0,6106351.0
United States of America,2001,female,15-24 years,562.0,19463211.0
United States of America,2001,female,25-34 years,871.0,19593734.0
United States of America,2001,female,35-54 years,2893.0,42567863.0
United States of America,2001,female,5-14 years,65.0,20032634.0
United States of America,2001,female,55-74 years,1146.0,23170384.0
United States of America,2001,female,75+ years,412.0,10691894.0
United States of America,2001,male,15-24 years,3409.0,20485156.0
United States of America,2001,male,25-34 years,4199.0,20013572.0
United States of America,2001,male,35-54 years,9684.0,41638996.0
United States of America,2001,male,5-14 years,214.0,21032860.0
United States of America,2001,male,55-74 years,4603.0,20451417.0
United States of America,2001,male,75+ years,2549.0,6285825.0
United States of America,2002,female,15-24 years,578.0,19768514.0
United States of America,2002,female,25-34 years,911.0,19725528.0
United States of America,2002,female,35-54 years,3058.0,42957716.0
United States of America,2002,female,5-14 years,65.0,20024727.0
United States of America,2002,female,55-74 years,1191.0,23790625.0
United States of America,2002,female,75+ years,443.0,10856838.0
United States of America,2002,male,15-24 years,3432.0,20821269.0
United States of America,2002,male,25-34 years,4135.0,20202776.0
United States of America,2002,male,35-54 years,10101.0,42042827.0
United States of America,2002,male,5-14 years,199.0,21012559.0
United States of America,2002,male,55-74 years,4890.0,21085316.0
United States of America,2002,male,75+ years,2642.0,6470864.0
United States of America,2003,female,15-24 years,607.0,20023561.0
United States of America,2003,female,25-34 years,909.0,19650112.0
United States of America,2003,female,35-54 years,3058.0,42997878.0
United States of America,2003,female,5-14 years,56.0,19991981.0
United States of America,2003,female,55-74 years,1237.0,24463095.0
United States of America,2003,female,75+ years,414.0,10983008.0
United States of America,2003,male,15-24 years,3381.0,21182602.0
United States of America,2003,male,25-34 years,4156.0,20222486.0
United States of America,2003,male,35-54 years,10025.0,42177315.0
United States of America,2003,male,5-14 years,194.0,20976656.0
United States of America,2003,male,55-74 years,4941.0,21773685.0
United States of America,2003,male,75+ years,2499.0,6599131.0
United States of America,2004,female,15-24 years,720.0,20262722.0
United States of America,2004,female,25-34 years,932.0,19695906.0
United States of America,2004,female,35-54 years,3399.0,43240905.0
United States of America,2004,female,5-14 years,98.0,19890450.0
United States of America,2004,female,55-74 years,1301.0,25115333.0
United States of America,2004,female,75+ years,423.0,11104411.0
United States of America,2004,male,15-24 years,3596.0,21438383.0
United States of America,2004,male,25-34 years,4142.0,20336031.0
United States of America,2004,male,35-54 years,10145.0,42486552.0
United States of America,2004,male,5-14 years,187.0,20860278.0
United States of America,2004,male,55-74 years,4989.0,22427063.0
United States of America,2004,male,75+ years,2496.0,6726102.0
United States of America,2005,female,15-24 years,714.0,20429690.0
United States of America,2005,female,25-34 years,924.0,19721652.0
United States of America,2005,female,35-54 years,3209.0,43509335.0
United States of America,2005,female,5-14 years,68.0,19721304.0
United States of America,2005,female,55-74 years,1364.0,25839240.0
United States of America,2005,female,75+ years,450.0,11267059.0
United States of America,2005,male,15-24 years,3498.0,21647159.0
United States of America,2005,male,25-34 years,4066.0,20421260.0
United States of America,2005,male,35-54 years,10332.0,42835394.0
United States of America,2005,male,5-14 years,204.0,20675232.0
United States of America,2005,male,55-74 years,5190.0,23156114.0
United States of America,2005,male,75+ years,2610.0,6883241.0
United States of America,2006,female,15-24 years,661.0,20590472.0
United States of America,2006,female,25-34 years,932.0,19851326.0
United States of America,2006,female,35-54 years,3376.0,43805214.0
United States of America,2006,female,5-14 years,66.0,19697164.0
United States of America,2006,female,55-74 years,1536.0,26609380.0
United States of America,2006,female,75+ years,421.0,11356899.0
United States of America,2006,male,15-24 years,3528.0,21844954.0
United States of America,2006,male,25-34 years,4053.0,20564653.0
United States of America,2006,male,35-54 years,10641.0,43139910.0
United States of America,2006,male,5-14 years,153.0,20640120.0
United States of America,2006,male,55-74 years,5431.0,23894147.0
United States of America,2006,male,75+ years,2494.0,6986609.0
United States of America,2007,female,15-24 years,659.0,20765167.0
United States of America,2007,female,25-34 years,997.0,19839678.0
United States of America,2007,female,35-54 years,3525.0,43607902.0
United States of America,2007,female,5-14 years,53.0,19714203.0
United States of America,2007,female,55-74 years,1684.0,27395858.0
United States of America,2007,female,75+ years,411.0,11421017.0
United States of America,2007,male,15-24 years,3481.0,22014323.0
United States of America,2007,male,25-34 years,4281.0,20531378.0
United States of America,2007,male,35-54 years,10978.0,42992076.0
United States of America,2007,male,5-14 years,131.0,20659096.0
United States of America,2007,male,55-74 years,5830.0,24661084.0
United States of America,2007,male,75+ years,2566.0,7056824.0
United States of America,2008,female,15-24 years,738.0,21149435.0
United States of America,2008,female,25-34 years,1027.0,19812423.0
United States of America,2008,female,35-54 years,3619.0,42893858.0
United States of America,2008,female,5-14 years,68.0,20113575.0
United States of America,2008,female,55-74 years,1703.0,28307998.0
United States of America,2008,female,75+ years,428.0,11038522.0
United States of America,2008,male,15-24 years,3560.0,22184611.0
United States of America,2008,male,25-34 years,4273.0,20007152.0
United States of America,2008,male,35-54 years,11371.0,43002471.0
United States of America,2008,male,5-14 years,154.0,21074651.0
United States of America,2008,male,55-74 years,6558.0,25698503.0
United States of America,2008,male,75+ years,2531.0,7072366.0
United States of America,2009,female,15-24 years,776.0,21299140.0
United States of America,2009,female,25-34 years,1027.0,19992900.0
United States of America,2009,female,35-54 years,3664.0,42836835.0
United States of America,2009,female,5-14 years,90.0,20181953.0
United States of America,2009,female,55-74 years,1875.0,29296258.0
United States of America,2009,female,75+ years,389.0,11101144.0
United States of America,2009,male,15-24 years,3595.0,22343137.0
United States of America,2009,male,25-34 years,4293.0,20205941.0
United States of America,2009,male,35-54 years,11613.0,42932194.0
United States of America,2009,male,5-14 years,175.0,21139852.0
United States of America,2009,male,55-74 years,6851.0,26664733.0
United States of America,2009,male,75+ years,2552.0,7168575.0
United States of America,2010,female,15-24 years,830.0,21395712.0
United States of America,2010,female,25-34 years,1092.0,20180858.0
United States of America,2010,female,35-54 years,3604.0,42711237.0
United States of America,2010,female,5-14 years,87.0,20250632.0
United States of America,2010,female,55-74 years,2071.0,30326595.0
United States of America,2010,female,75+ years,403.0,11163521.0
United States of America,2010,male,15-24 years,3772.0,22463069.0
United States of America,2010,male,25-34 years,4645.0,20409866.0
United States of America,2010,male,35-54 years,11767.0,42798501.0
United States of America,2010,male,5-14 years,187.0,21207667.0
United States of America,2010,male,55-74 years,7287.0,27667895.0
United States of America,2010,male,75+ years,2617.0,7263596.0
United States of America,2011,female,15-24 years,863.0,21552069.0
United States of America,2011,female,25-34 years,1238.0,20408037.0
United States of America,2011,female,35-54 years,3776.0,42485156.0
United States of America,2011,female,5-14 years,86.0,20251453.0
United States of America,2011,female,55-74 years,2128.0,31268702.0
United States of America,2011,female,75+ years,421.0,11270969.0
United States of America,2011,male,15-24 years,3959.0,22622559.0
United States of America,2011,male,25-34 years,4862.0,20698307.0
United States of America,2011,male,35-54 years,11681.0,42566273.0
United States of America,2011,male,5-14 years,201.0,21185153.0
United States of America,2011,male,55-74 years,7572.0,28556351.0
United States of America,2011,male,75+ years,2721.0,7448796.0
United States of America,2012,female,15-24 years,954.0,21653970.0
United States of America,2012,female,25-34 years,1231.0,20667924.0
United States of America,2012,female,35-54 years,3857.0,42238495.0
United States of America,2012,female,5-14 years,85.0,20273917.0
United States of America,2012,female,55-74 years,2264.0,32244829.0
United States of America,2012,female,75+ years,428.0,11375645.0
United States of America,2012,male,15-24 years,3918.0,22713083.0
United States of America,2012,male,25-34 years,4985.0,21028158.0
United States of America,2012,male,35-54 years,11763.0,42326226.0
United States of America,2012,male,5-14 years,226.0,21198150.0
United States of America,2012,male,55-74 years,8032.0,29473157.0
United States of America,2012,male,75+ years,2853.0,7633574.0
United States of America,2013,female,15-24 years,975.0,21698877.0
United States of America,2013,female,25-34 years,1285.0,20951958.0
United States of America,2013,female,35-54 years,3776.0,41983845.0
United States of America,2013,female,5-14 years,143.0,20308672.0
United States of America,2013,female,55-74 years,2484.0,33229667.0
United States of America,2013,female,75+ years,431.0,11486590.0
United States of America,2013,male,15-24 years,3903.0,22735631.0
United States of America,2013,male,25-34 years,5063.0,21386891.0
United States of America,2013,male,35-54 years,11396.0,42085688.0
United States of America,2013,male,5-14 years,252.0,21233001.0
United States of America,2013,male,55-74 years,8445.0,30405404.0
United States of America,2013,male,75+ years,2990.0,7816638.0
United States of America,2014,female,15-24 years,990.0,21691057.0
United States of America,2014,female,25-34 years,1347.0,21250636.0
United States of America,2014,female,35-54 years,4018.0,41742299.0
United States of America,2014,female,5-14 years,151.0,20336916.0
United States of America,2014,female,55-74 years,2676.0,34193742.0
United States of America,2014,female,75+ years,477.0,11616299.0
United States of America,2014,male,15-24 years,4089.0,22700273.0
United States of America,2014,male,25-34 years,5222.0,21760455.0
United States of America,2014,male,35-54 years,11455.0,41858354.0
United States of America,2014,male,5-14 years,277.0,21264881.0
United States of America,2014,male,55-74 years,8961.0,31339875.0
United States of America,2014,male,75+ years,3106.0,7994948.0
United States of America,2015,female,15-24 years,1132.0,21633813.0
United States of America,2015,female,25-34 years,1444.0,21555712.0
United States of America,2015,female,35-54 years,4053.0,41531809.0
United States of America,2015,female,5-14 years,158.0,20342901.0
United States of America,2015,female,55-74 years,2872.0,35115610.0
United States of America,2015,female,75+ years,540.0,11778666.0
United States of America,2015,male,15-24 years,4359.0,22615073.0
United States of America,2015,male,25-34 years,5503.0,22137097.0
United States of America,2015,male,35-54 years,11634.0,41658010.0
United States of America,2015,male,5-14 years,255.0,21273987.0
United States of America,2015,male,55-74 years,9068.0,32264697.0
United States of America,2015,male,75+ years,3171.0,8171136.0
